words,sen_len,tree_depth,top_const,tense,subjnum,objnum
is,1,7,1,2,1,1
so,1,7,1,2,1,1
aware,1,7,1,2,1,1
of,1,7,1,2,1,1
her,1,7,1,2,1,1
aging,1,7,1,2,1,1
neck.,1,7,1,2,1,1
That's,1,7,1,2,1,1
why,1,7,1,2,1,1
he,1,7,1,2,1,1
called,1,7,1,2,1,1
a,1,7,1,2,1,1
little,1,7,1,2,1,1
networking,1,7,1,2,1,1
opportunity.,1,7,1,2,1,1
That's,1,7,1,2,1,1
what,1,7,1,2,1,1
this,1,7,1,2,1,1
meeting,1,7,1,2,1,1
isâ€¦,1,7,1,2,1,1
She,3,5,1,2,1,1
touches,3,5,1,2,1,1
her,3,5,1,2,1,1
neck.,3,5,1,2,1,1
She,1,7,1,2,1,1
wants,1,7,1,2,1,1
to,1,7,1,2,1,1
protect,1,7,1,2,1,1
herself.,1,7,1,2,1,1
She,3,7,1,2,1,1
wants,3,7,1,2,1,1
to,3,7,1,2,1,1
hide.,3,7,1,2,1,1
Alexander,1,5,1,2,1,1
hands,1,5,1,2,1,1
Margaret,1,5,1,2,1,1
his,1,5,1,2,1,1
card.,1,5,1,2,1,1
Have,1,6,2,2,1,1
Sasha,1,6,2,2,1,1
call,1,6,2,2,1,1
"me,",1,6,2,2,1,1
he,1,6,2,2,1,1
says.,1,6,2,2,1,1
I'm,2,7,2,2,1,1
looking,2,7,2,2,1,1
for,2,7,2,2,1,1
interns,2,7,2,2,1,1
and,2,7,2,2,1,1
she,2,7,2,2,1,1
sounds,2,7,2,2,1,1
like,2,7,2,2,1,1
a,2,7,2,2,1,1
catch.,2,7,2,2,1,1
Here,3,5,1,2,1,1
is,3,5,1,2,1,1
your,3,5,1,2,1,1
lunch.,3,5,1,2,1,1
Leftovers,3,5,2,1,2,2
in,3,5,2,1,2,2
blue,3,5,2,1,2,2
tupperware.,3,5,2,1,2,2
We're,1,7,1,2,2,2
postponing,1,7,1,2,2,2
our,1,7,1,2,2,2
"lives,",1,7,1,2,2,2
Gary.,1,7,1,2,2,2
What,1,7,2,1,1,1
about,1,7,2,1,1,1
getting,1,7,2,1,1,1
a,1,7,2,1,1,1
job.,1,7,2,1,1,1
Between,2,7,2,2,1,1
looking,2,7,2,2,1,1
for,2,7,2,2,1,1
keys,2,7,2,2,1,1
and,2,7,2,2,1,1
slipping,2,7,2,2,1,1
on,2,7,2,2,1,1
flip,2,7,2,2,1,1
"flops,",2,7,2,2,1,1
Gary,2,7,2,2,1,1
sets,2,7,2,2,1,1
the,2,7,2,2,1,1
tupperware,2,7,2,2,1,1
on,2,7,2,2,1,1
the,2,7,2,2,1,1
mail,2,7,2,2,1,1
table,2,7,2,2,1,1
and,2,7,2,2,1,1
forgets,2,7,2,2,1,1
it.,2,7,2,2,1,1
She,3,6,1,2,1,1
doesn't,3,6,1,2,1,1
remind,3,6,1,2,1,1
him.,3,6,1,2,1,1
The,1,6,1,2,1,1
door,1,6,1,2,1,1
"closes,",1,6,1,2,1,1
she,1,6,1,2,1,1
stares,1,6,1,2,1,1
at,1,6,1,2,1,1
it.,1,6,1,2,1,1
Next,2,6,2,2,1,1
to,2,6,2,2,1,1
the,2,6,2,2,1,1
"tupperware,",2,6,2,2,1,1
she,2,6,2,2,1,1
sees,2,6,2,2,1,1
the,2,6,2,2,1,1
envelope,2,6,2,2,1,1
from,2,6,2,2,1,1
American,2,6,2,2,1,1
Express.,2,6,2,2,1,1
Gary's,3,5,2,1,1,1
business,3,5,2,1,1,1
account.,3,5,2,1,1,1
She,2,6,1,2,1,1
takes,2,6,1,2,1,1
his,2,6,1,2,1,1
lunch,2,6,1,2,1,1
and,2,6,1,2,1,1
tosses,2,6,1,2,1,1
it,2,6,1,2,1,1
in,2,6,1,2,1,1
the,2,6,1,2,1,1
trash.,2,6,1,2,1,1
Whole,3,5,2,1,1,1
tupperware.,3,5,2,1,1,1
Then,3,5,2,2,1,1
picks,3,5,2,2,1,1
it,3,5,2,2,1,1
out.,3,5,2,2,1,1
Opens,3,5,2,2,1,1
it.,3,5,2,2,1,1
Tries,3,5,2,2,1,1
it.,3,5,2,2,1,1
Cold,3,5,2,1,1,1
chili.,3,5,2,1,1,1
Her,1,5,1,2,1,1
eyes,1,5,1,2,1,1
find,1,5,1,2,1,1
his,1,5,1,2,1,1
wallet.,1,5,1,2,1,1
Right,3,5,2,1,1,1
by,3,5,2,1,1,1
the,3,5,2,1,1,1
couch.,3,5,2,1,1,1
Four,1,5,2,1,2,2
hundred,1,5,2,1,2,2
dollars,1,5,2,1,2,2
for,1,5,2,1,2,2
scotch.,1,5,2,1,2,2
She,1,7,1,2,1,1
shoves,1,7,1,2,1,1
chili,1,7,1,2,1,1
in,1,7,1,2,1,1
her,1,7,1,2,1,1
mouth,1,7,1,2,1,1
without,1,7,1,2,1,1
stopping.,1,7,1,2,1,1
Is,1,5,2,2,1,1
New,1,5,2,2,1,1
York,1,5,2,2,1,1
worth,1,5,2,2,1,1
the,1,5,2,2,1,1
fight.,1,5,2,2,1,1
Every,3,5,2,1,1,1
bit,3,5,2,1,1,1
of,3,5,2,1,1,1
bean.,3,5,2,1,1,1
Every,3,5,2,1,1,1
bit,3,5,2,1,1,1
of,3,5,2,1,1,1
rice.,3,5,2,1,1,1
It's,2,6,2,2,1,1
all,2,6,2,2,1,1
comfort,2,6,2,2,1,1
"now,",2,6,2,2,1,1
and,2,6,2,2,1,1
then,2,6,2,2,1,1
it's,2,6,2,2,1,1
all,2,6,2,2,1,1
guilt.,2,6,2,2,1,1
Across,1,6,2,2,1,1
"town,",1,6,2,2,1,1
Gary,1,6,2,2,1,1
sits,1,6,2,2,1,1
in,1,6,2,2,1,1
his,1,6,2,2,1,1
art,1,6,2,2,1,1
studio.,1,6,2,2,1,1
Drying,3,5,2,1,1,1
photo,3,5,2,1,1,1
prints.,3,5,2,1,1,1
Moldy,3,5,2,1,1,1
coffee,3,5,2,1,1,1
cups.,3,5,2,1,1,1
He,2,7,1,2,1,1
knows,2,7,1,2,1,1
it's,2,7,1,2,1,1
in,2,7,1,2,1,1
"him,",2,7,1,2,1,1
the,2,7,1,2,1,1
"it,",2,7,1,2,1,1
the,2,7,1,2,1,1
"something,",2,7,1,2,1,1
the,2,7,1,2,1,1
drive.,2,7,1,2,1,1
He,1,6,1,2,1,1
sits,1,6,1,2,1,1
paralyzed,1,6,1,2,1,1
under,1,6,1,2,1,1
the,1,6,1,2,1,1
light.,1,6,1,2,1,1
He's,3,6,1,2,1,1
losing,3,6,1,2,1,1
her.,3,6,1,2,1,1
He,1,6,1,2,1,1
is,1,6,1,2,1,1
losing,1,6,1,2,1,1
his,1,6,1,2,1,1
wife.,1,6,1,2,1,1
He,1,6,1,2,1,1
looks,1,6,1,2,1,1
at,1,6,1,2,1,1
his,1,6,1,2,1,1
phone.,1,6,1,2,1,1
He,3,6,1,1,1,1
should,3,6,1,1,1,1
call,3,6,1,1,1,1
Clara.,3,6,1,1,1,1
But,3,5,2,2,1,1
he,3,5,2,2,1,1
doesn't.,3,5,2,2,1,1
Margaret,2,6,1,2,1,1
re,2,6,1,2,1,1
enters,2,6,1,2,1,1
the,2,6,1,2,1,1
apartment,2,6,1,2,1,1
in,2,6,1,2,1,1
a,2,6,1,2,1,1
horrible,2,6,1,2,1,1
mood.,2,6,1,2,1,1
She,1,7,1,1,1,1
can,1,7,1,1,1,1
hear,1,7,1,1,1,1
loud,1,7,1,1,1,1
yelling,1,7,1,1,1,1
from,1,7,1,1,1,1
the,1,7,1,1,1,1
back.,1,7,1,1,1,1
Steven,1,6,1,2,1,1
yells,1,6,1,2,1,1
at,1,6,1,2,1,1
a,1,6,1,2,1,1
man.,1,6,1,2,1,1
At,1,7,2,1,1,1
ten,1,7,2,1,1,1
o'clock,1,7,2,1,1,1
at,1,7,2,1,1,1
night.,1,7,2,1,1,1
What,3,5,2,1,1,1
the,3,5,2,1,1,1
hell.,3,5,2,1,1,1
The,1,7,1,2,1,1
Super,1,7,1,2,1,1
is,1,7,1,2,1,1
fighting,1,7,1,2,1,1
with,1,7,1,2,1,1
Steven.,1,7,1,2,1,1
There's,3,5,1,2,1,1
a,3,5,1,2,1,1
horrible,3,5,1,2,1,1
leak.,3,5,1,2,1,1
The,1,7,2,2,1,1
ceiling,1,7,2,2,1,1
in,1,7,2,2,1,1
Sasha's,1,7,2,2,1,1
room,1,7,2,2,1,1
has,1,7,2,2,1,1
caved,1,7,2,2,1,1
in.,1,7,2,2,1,1
The,2,6,1,2,1,1
Super,2,6,1,2,1,1
is,2,6,1,2,1,1
"yelling,",2,6,1,2,1,1
no,2,6,1,2,1,1
one,2,6,1,2,1,1
told,2,6,1,2,1,1
him,2,6,1,2,1,1
about,2,6,1,2,1,1
the,2,6,1,2,1,1
damn,2,6,1,2,1,1
leak.,2,6,1,2,1,1
Steven's,1,6,1,2,1,1
upset,1,6,1,2,1,1
there,1,6,1,2,1,1
might,1,6,1,2,1,1
be,1,6,1,2,1,1
asbestos.,1,6,1,2,1,1
Sasha,3,6,1,2,1,1
seems,3,6,1,2,1,1
weirdly,3,6,1,2,1,1
amused.,3,6,1,2,1,1
Margaret,2,7,1,2,1,1
walks,2,7,1,2,1,1
away,2,7,1,2,1,1
from,2,7,1,2,1,1
this,2,7,1,2,1,1
"mess,",2,7,1,2,1,1
and,2,7,1,2,1,1
into,2,7,1,2,1,1
the,2,7,1,2,1,1
living,2,7,1,2,1,1
"room,",2,7,1,2,1,1
pours,2,7,1,2,1,1
herself,2,7,1,2,1,1
a,2,7,1,2,1,1
large,2,7,1,2,1,1
glass,2,7,1,2,1,1
of,2,7,1,2,1,1
red,2,7,1,2,1,1
wine.,2,7,1,2,1,1
Sasha,1,6,1,2,1,1
walks,1,6,1,2,1,1
in,1,6,1,2,1,1
with,1,6,1,2,1,1
a,1,6,1,2,1,1
mop.,1,6,1,2,1,1
Margaret,1,6,1,2,1,1
"turns,",1,6,1,2,1,1
glass,1,6,1,2,1,1
in,1,6,1,2,1,1
hand.,1,6,1,2,1,1
How,2,7,2,1,1,1
could,2,7,2,1,1,1
you,2,7,2,1,1,1
not,2,7,2,1,1,1
notice,2,7,2,1,1,1
a,2,7,2,1,1,1
huge,2,7,2,1,1,1
leak,2,7,2,1,1,1
right,2,7,2,1,1,1
over,2,7,2,1,1,1
your,2,7,2,1,1,1
head!.,2,7,2,1,1,1
Sasha,3,5,2,2,1,1
just,3,5,2,2,1,1
shrugs.,3,5,2,2,1,1
It's,1,7,1,2,1,1
not,1,7,1,2,1,1
my,1,7,1,2,1,1
fault,1,7,1,2,1,1
the,1,7,1,2,1,1
building,1,7,1,2,1,1
is,1,7,1,2,1,1
oldâ€¦,1,7,1,2,1,1
I'm,3,5,1,2,1,1
serious,3,5,1,2,1,1
Sasha.,3,5,1,2,1,1
How,1,7,2,1,1,1
can,1,7,2,1,1,1
you,1,7,2,1,1,1
be,1,7,2,1,1,1
so,1,7,2,1,1,1
checked,1,7,2,1,1,1
out.,1,7,2,1,1,1
Sasha's,2,7,2,2,1,1
voice,2,7,2,2,1,1
is,2,7,2,2,1,1
annoyingly,2,7,2,2,1,1
calm,2,7,2,2,1,1
I,2,7,2,2,1,1
don't,2,7,2,2,1,1
want,2,7,2,2,1,1
to,2,7,2,2,1,1
pick,2,7,2,2,1,1
a,2,7,2,2,1,1
fight,2,7,2,2,1,1
with,2,7,2,2,1,1
you,2,7,2,2,1,1
Margaret.,2,7,2,2,1,1
You,1,7,1,2,1,1
want,1,7,1,2,1,1
to,1,7,1,2,1,1
get,1,7,1,2,1,1
drunk.,1,7,1,2,1,1
Just,3,5,2,1,1,1
get,3,5,2,1,1,1
drunk.,3,5,2,1,1,1
Her,1,6,2,2,1,1
stepdaughter,1,6,2,2,1,1
looks,1,6,2,2,1,1
at,1,6,2,2,1,1
her,1,6,2,2,1,1
with,1,6,2,2,1,1
cold,1,6,2,2,1,1
eyes,1,6,2,2,1,1
Where,1,7,2,2,1,1
the,1,7,2,2,1,1
hell,1,7,2,2,1,1
have,1,7,2,2,1,1
you,1,7,2,2,1,1
been.,1,7,2,2,1,1
You've,1,7,1,2,1,1
got,1,7,1,2,1,1
mustard,1,7,1,2,1,1
stains,1,7,1,2,1,1
all,1,7,1,2,1,1
over,1,7,1,2,1,1
your,1,7,1,2,1,1
blouse.,1,7,1,2,1,1
We,1,7,1,1,2,2
were,1,7,1,1,2,2
trying,1,7,1,1,2,2
to,1,7,1,1,2,2
reach,1,7,1,1,2,2
you.,1,7,1,1,2,2
When,1,7,2,2,1,1
the,1,7,2,2,1,1
phone,1,7,2,2,1,1
"rings,",1,7,2,2,1,1
Clara's,1,7,2,2,1,1
throwing,1,7,2,2,1,1
up.,1,7,2,2,1,1
She,3,5,1,2,1,1
catches,3,5,1,2,1,1
her,3,5,1,2,1,1
breath.,3,5,1,2,1,1
Makes,2,7,2,2,1,1
sure,2,7,2,2,1,1
to,2,7,2,2,1,1
clean,2,7,2,2,1,1
everything,2,7,2,2,1,1
"well,",2,7,2,2,1,1
(underneath,2,7,2,2,1,1
the,2,7,2,2,1,1
toilet,2,7,2,2,1,1
seat,2,7,2,2,1,1
"too,",2,7,2,2,1,1
always,2,7,2,2,1,1
check,2,7,2,2,1,1
that),2,7,2,2,1,1
before,2,7,2,2,1,1
she,2,7,2,2,1,1
calls,2,7,2,2,1,1
back.,2,7,2,2,1,1
It's,3,5,1,2,1,1
her,3,5,1,2,1,1
mom.,3,5,1,2,1,1
You,1,7,1,2,1,1
want,1,7,1,2,1,1
me,1,7,1,2,1,1
to,1,7,1,2,1,1
send,1,7,1,2,1,1
you,1,7,1,2,1,1
some,1,7,1,2,1,1
money.,1,7,1,2,1,1
No,3,5,2,2,2,1
"mama,",3,5,2,2,2,1
we're,3,5,2,2,2,1
good.,3,5,2,2,2,1
Gary,1,5,1,1,1,1
got,1,5,1,1,1,1
a,1,5,1,1,1,1
job,1,5,1,1,1,1
yet.,1,5,1,1,1,1
He,1,7,1,1,1,2
should,1,7,1,1,1,2
have,1,7,1,1,1,2
stayed,1,7,1,1,1,2
designing,1,7,1,1,1,2
those,1,7,1,1,1,2
greeting,1,7,1,1,1,2
cards.,1,7,1,1,1,2
He,1,7,1,1,1,1
was,1,7,1,1,1,1
good,1,7,1,1,1,1
at,1,7,1,1,1,1
that.,1,7,1,1,1,1
I,1,6,2,2,1,2
still,1,6,2,2,1,2
find,1,6,2,2,1,2
them,1,6,2,2,1,2
at,1,6,2,2,1,2
Wal,1,6,2,2,1,2
Mart.,1,6,2,2,1,2
The,2,7,2,2,1,1
way,2,7,2,2,1,1
her,2,7,2,2,1,1
mom,2,7,2,2,1,1
says,2,7,2,2,1,1
"that,",2,7,2,2,1,1
it,2,7,2,2,1,1
could,2,7,2,2,1,1
be,2,7,2,2,1,1
ultimate,2,7,2,2,1,1
"praise,",2,7,2,2,1,1
or,2,7,2,2,1,1
ultimate,2,7,2,2,1,1
scorn.,2,7,2,2,1,1
That,2,7,2,2,1,1
reminds,2,7,2,2,1,1
"Clara,",2,7,2,2,1,1
she,2,7,2,2,1,1
has,2,7,2,2,1,1
a,2,7,2,2,1,1
card,2,7,2,2,1,1
to,2,7,2,2,1,1
send.,2,7,2,2,1,1
It's,3,5,1,2,1,1
August,3,5,1,2,1,1
eighteenth.,3,5,1,2,1,1
She,1,7,2,2,1,1
still,1,7,2,2,1,1
remembers,1,7,2,2,1,1
the,1,7,2,2,1,1
address,1,7,2,2,1,1
by,1,7,2,2,1,1
heart.,1,7,2,2,1,1
Ready,3,6,2,1,1,1
for,3,6,2,1,1,1
work.,3,6,2,1,1,1
Almost,3,5,2,1,1,1
mama.,3,5,2,1,1,1
You,1,5,1,2,1,1
hold,1,5,1,2,1,1
onto,1,5,1,2,1,1
that,1,5,1,2,1,1
job.,1,5,1,2,1,1
A,1,7,1,2,1,1
staff,1,7,1,2,1,1
job,1,7,1,2,1,1
is,1,7,1,2,1,1
not,1,7,1,2,1,1
easy,1,7,1,2,1,1
to,1,7,1,2,1,1
get.,1,7,1,2,1,1
I'm,1,7,2,2,1,1
really,1,7,2,2,1,1
proud,1,7,2,2,1,1
of,1,7,2,2,1,1
you,1,7,2,2,1,1
baby.,1,7,2,2,1,1
You,1,7,2,2,1,1
still,1,7,2,2,1,1
want,1,7,2,2,1,1
the,1,7,2,2,1,1
name,1,7,2,2,1,1
of,1,7,2,2,1,1
that,1,7,2,2,1,1
lawyer.,1,7,2,2,1,1
Mr.,3,5,1,2,1,1
Zimmler's,3,5,1,2,1,1
the,3,5,1,2,1,1
best.,3,5,1,2,1,1
He,3,5,1,1,1,1
won't,3,5,1,1,1,1
overcharge.,3,5,1,1,1,1
Clara,3,5,1,2,1,1
closes,3,5,1,2,1,1
her,3,5,1,2,1,1
eyes.,3,5,1,2,1,1
That,1,7,1,1,1,1
was,1,7,1,1,1,1
one,1,7,1,1,1,1
conversation,1,7,1,1,1,1
in,1,7,1,1,1,1
thousands.,1,7,1,1,1,1
But,1,5,2,1,1,1
her,1,5,2,1,1,1
mom,1,5,2,1,1,1
won't,1,5,2,1,1,1
forget.,1,5,2,1,1,1
I'm,2,7,1,2,1,1
not,2,7,1,2,1,1
ready,2,7,1,2,1,1
to,2,7,1,2,1,1
throw,2,7,1,2,1,1
away,2,7,1,2,1,1
the,2,7,1,2,1,1
last,2,7,1,2,1,1
ten,2,7,1,2,1,1
years,2,7,1,2,1,1
of,2,7,1,2,1,1
my,2,7,1,2,1,1
life.,2,7,1,2,1,1
The,1,7,2,2,1,1
moment,1,7,2,2,1,1
she,1,7,2,2,1,1
"snaps,",1,7,2,2,1,1
she,1,7,2,2,1,1
regrets,1,7,2,2,1,1
it.,1,7,2,2,1,1
Gary,1,6,1,2,1,1
and,1,6,1,2,1,1
I,1,6,1,2,1,1
are,1,6,1,2,1,1
sticking,1,6,1,2,1,1
it,1,6,1,2,1,1
out.,1,6,1,2,1,1
Steven,2,7,1,1,1,1
can,2,7,1,1,1,1
hear,2,7,1,1,1,1
their,2,7,1,1,1,1
agitated,2,7,1,1,1,1
voices,2,7,1,1,1,1
full,2,7,1,1,1,1
of,2,7,1,1,1,1
anger.,2,7,1,1,1,1
He,1,7,1,2,1,1
tries,1,7,1,2,1,1
his,1,7,1,2,1,1
best,1,7,1,2,1,1
at,1,7,1,2,1,1
brokering,1,7,1,2,1,1
peace.,1,7,1,2,1,1
Can,1,5,2,1,1,1
I,1,5,2,1,1,1
get,1,5,2,1,1,1
you,1,5,2,1,1,1
guys,1,5,2,1,1,1
water.,1,5,2,1,1,1
he,1,6,1,2,1,1
calls,1,6,1,2,1,1
to,1,6,1,2,1,1
the,1,6,1,2,1,1
back.,1,6,1,2,1,1
He,2,7,1,2,1,1
stands,2,7,1,2,1,1
in,2,7,1,2,1,1
his,2,7,1,2,1,1
pajamas,2,7,1,2,1,1
by,2,7,1,2,1,1
the,2,7,1,2,1,1
light,2,7,1,2,1,1
of,2,7,1,2,1,1
the,2,7,1,2,1,1
open,2,7,1,2,1,1
fridge.,2,7,1,2,1,1
He,2,7,2,2,1,1
can,2,7,2,2,1,1
hear,2,7,2,2,1,1
Margaret's,2,7,2,2,1,1
voice,2,7,2,2,1,1
rising,2,7,2,2,1,1
high,2,7,2,2,1,1
"Sasha,",2,7,2,2,1,1
if,2,7,2,2,1,1
you're,2,7,2,2,1,1
in,2,7,2,2,1,1
trouble,2,7,2,2,1,1
you,2,7,2,2,1,1
have,2,7,2,2,1,1
to,2,7,2,2,1,1
tell,2,7,2,2,1,1
usâ€¦,2,7,2,2,1,1
Sasha,2,7,2,2,1,1
storms,2,7,2,2,1,1
in,2,7,2,2,1,1
Get,2,7,2,2,1,1
your,2,7,2,2,1,1
wife,2,7,2,2,1,1
off,2,7,2,2,1,1
my,2,7,2,2,1,1
backâ€¦,2,7,2,2,1,1
I'll,3,7,1,1,1,1
handle,3,7,1,1,1,1
"it,",3,7,1,1,1,1
Maggieâ€¦,3,7,1,1,1,1
There's,1,7,1,2,1,1
nothing,1,7,1,2,1,1
to,1,7,1,2,1,1
handle,1,7,1,2,1,1
"here,",1,7,1,2,1,1
dad.,1,7,1,2,1,1
She's,1,7,1,2,1,1
just,1,7,1,2,1,1
fixating,1,7,1,2,1,1
on,1,7,1,2,1,1
me.,1,7,1,2,1,1
My,3,5,2,1,1,1
boyfriend,3,5,2,1,1,1
just,3,5,2,1,1,1
ditched.,3,5,2,1,1,1
I'm,3,5,1,2,1,1
upset.,3,5,1,2,1,1
I'm,3,5,2,2,1,1
simply,3,5,2,2,1,1
upset.,3,5,2,2,1,1
What's,1,7,2,2,1,1
wrong,1,7,2,2,1,1
with,1,7,2,2,1,1
being,1,7,2,2,1,1
upset.,1,7,2,2,1,1
You're,3,5,1,2,1,1
the,3,5,1,2,1,1
"therapist,",3,5,1,2,1,1
no.,3,5,1,2,1,1
You,2,7,2,2,1,1
tell,2,7,2,2,1,1
"me,",2,7,2,2,1,1
is,2,7,2,2,1,1
there,2,7,2,2,1,1
something,2,7,2,2,1,1
wrong,2,7,2,2,1,1
if,2,7,2,2,1,1
I,2,7,2,2,1,1
am,2,7,2,2,1,1
upset.,2,7,2,2,1,1
She's,3,6,1,2,1,1
yelling,3,6,1,2,1,1
now.,3,6,1,2,1,1
Margaret,1,6,1,2,1,1
stands,1,6,1,2,1,1
by,1,6,1,2,1,1
the,1,6,1,2,1,1
door.,1,6,1,2,1,1
Upset,2,7,2,2,1,1
is,2,7,2,2,1,1
one,2,7,2,2,1,1
"thing,",2,7,2,2,1,1
she,2,7,2,2,1,1
"says,",2,7,2,2,1,1
stealing,2,7,2,2,1,1
pills,2,7,2,2,1,1
is,2,7,2,2,1,1
anotherâ€¦,2,7,2,2,1,1
I,2,7,2,2,1,1
didn't,2,7,2,2,1,1
steal,2,7,2,2,1,1
your,2,7,2,2,1,1
damn,2,7,2,2,1,1
sleeping,2,7,2,2,1,1
pills.,2,7,2,2,1,1
I,1,5,1,2,1,1
am,1,5,1,2,1,1
NOT,1,5,1,2,1,1
my,1,5,1,2,1,1
"mother,",1,5,1,2,1,1
OK.,1,5,1,2,1,1
I,1,7,1,2,1,1
don't,1,7,1,2,1,1
want,1,7,1,2,1,1
to,1,7,1,2,1,1
die!,1,7,1,2,1,1
Do,2,7,2,2,1,1
you,2,7,2,2,1,1
want,2,7,2,2,1,1
me,2,7,2,2,1,1
to,2,7,2,2,1,1
sign,2,7,2,2,1,1
a,2,7,2,2,1,1
statement,2,7,2,2,1,1
or,2,7,2,2,1,1
something.,2,7,2,2,1,1
I,2,7,2,2,1,1
am,2,7,2,2,1,1
not,2,7,2,2,1,1
my,2,7,2,2,1,1
"mother,",2,7,2,2,1,1
I'm,2,7,2,2,1,1
notâ€¦,2,7,2,2,1,1
Steven,2,7,2,2,1,1
moves,2,7,2,2,1,1
to,2,7,2,2,1,1
hug,2,7,2,2,1,1
Sasha.,2,7,2,2,1,1
Margaret,1,6,1,2,1,1
steps,1,6,1,2,1,1
back,1,6,1,2,1,1
and,1,6,1,2,1,1
exits,1,6,1,2,1,1
the,1,6,1,2,1,1
room.,1,6,1,2,1,1
She,1,7,1,2,1,1
wants,1,7,1,2,1,1
to,1,7,1,2,1,1
go,1,7,1,2,1,1
far,1,7,1,2,1,1
away.,1,7,1,2,1,1
She,2,7,2,2,1,1
takes,2,7,2,2,1,1
her,2,7,2,2,1,1
violin,2,7,2,2,1,1
"case,",2,7,2,2,1,1
puts,2,7,2,2,1,1
it,2,7,2,2,1,1
inside,2,7,2,2,1,1
the,2,7,2,2,1,1
closet,2,7,2,2,1,1
and,2,7,2,2,1,1
then,2,7,2,2,1,1
she,2,7,2,2,1,1
mops,2,7,2,2,1,1
the,2,7,2,2,1,1
floor.,2,7,2,2,1,1
Next,2,7,2,2,1,1
time,2,7,2,2,1,1
you,2,7,2,2,1,1
"blink,",2,7,2,2,1,1
Clara,2,7,2,2,1,1
you'll,2,7,2,2,1,1
be,2,7,2,2,1,1
throwing,2,7,2,2,1,1
away,2,7,2,2,1,1
the,2,7,2,2,1,1
last,2,7,2,2,1,1
twenty,2,7,2,2,1,1
and,2,7,2,2,1,1
then,2,7,2,2,1,1
the,2,7,2,2,1,1
last,2,7,2,2,1,1
twenty,2,7,2,2,1,1
five,2,7,2,2,1,1
years,2,7,2,2,1,1
of,2,7,2,2,1,1
your,2,7,2,2,1,1
life.,2,7,2,2,1,1
Her,1,5,1,2,1,1
mom's,1,5,1,2,1,1
voice,1,5,1,2,1,1
is,1,5,1,2,1,1
flat,1,5,1,2,1,1
steel.,1,5,1,2,1,1
I,1,6,2,2,1,1
love,1,6,2,2,1,1
you,1,6,2,2,1,1
"mama,",1,6,2,2,1,1
says,1,6,2,2,1,1
Clara.,1,6,2,2,1,1
When,2,7,2,1,1,1
her,2,7,2,1,1,1
father,2,7,2,1,1,1
"died,",2,7,2,1,1,1
Gary,2,7,2,1,1,1
sat,2,7,2,1,1,1
next,2,7,2,1,1,1
to,2,7,2,1,1,1
her,2,7,2,1,1,1
mother,2,7,2,1,1,1
for,2,7,2,1,1,1
"days,",2,7,2,1,1,1
holding,2,7,2,1,1,1
her,2,7,2,1,1,1
hand.,2,7,2,1,1,1
He's,3,7,1,2,1,1
better,3,7,1,2,1,1
at,3,7,1,2,1,1
grieving.,3,7,1,2,1,1
Ten,3,5,2,1,2,2
years,3,5,2,1,2,2
together.,3,5,2,1,2,2
The,1,5,1,2,1,1
lawyer's,1,5,1,2,1,1
name,1,5,1,2,1,1
is,1,5,1,2,1,1
John,1,5,1,2,1,1
Zimmler.,1,5,1,2,1,1
He's,1,5,1,2,1,1
a,1,5,1,2,1,1
great,1,5,1,2,1,1
divorce,1,5,1,2,1,1
lawyer.,1,5,1,2,1,1
I'll,2,7,2,2,1,1
send,2,7,2,2,1,1
you,2,7,2,2,1,1
the,2,7,2,2,1,1
"number,",2,7,2,2,1,1
says,2,7,2,2,1,1
her,2,7,2,2,1,1
mother,2,7,2,2,1,1
before,2,7,2,2,1,1
she,2,7,2,2,1,1
hangs,2,7,2,2,1,1
upâ€¦,2,7,2,2,1,1
In,2,7,2,2,1,1
Clara's,2,7,2,2,1,1
closet,2,7,2,2,1,1
there's,2,7,2,2,1,1
a,2,7,2,2,1,1
huge,2,7,2,2,1,1
stack,2,7,2,2,1,1
of,2,7,2,2,1,1
Gary's,2,7,2,2,1,1
greeting,2,7,2,2,1,1
cards.,2,7,2,2,1,1
Meticulously,3,5,2,1,1,1
drawn.,3,5,2,1,1,1
Worlds,2,7,2,2,2,2
within,2,7,2,2,2,2
"worlds,",2,7,2,2,2,2
creatures,2,7,2,2,2,2
of,2,7,2,2,2,2
the,2,7,2,2,2,2
woods,2,7,2,2,2,2
and,2,7,2,2,2,2
of,2,7,2,2,2,2
the,2,7,2,2,2,2
seas,2,7,2,2,2,2
"flying,",2,7,2,2,2,2
flying.,2,7,2,2,2,2
She,2,7,1,2,1,2
chooses,2,7,1,2,1,2
one,2,7,1,2,1,2
in,2,7,1,2,1,2
shades,2,7,1,2,1,2
of,2,7,1,2,1,2
purple,2,7,1,2,1,2
and,2,7,1,2,1,2
green.,2,7,1,2,1,2
She,2,6,2,2,1,1
writes,2,6,2,2,1,1
HAPPY,2,6,2,2,1,1
twenty,2,6,2,2,1,1
first,2,6,2,2,1,1
BIRTHDAY,2,6,2,2,1,1
sweetie,2,6,2,2,1,1
Oh,2,6,2,2,1,1
God.,2,6,2,2,1,1
She,1,5,1,2,1,1
tears,1,5,1,2,1,1
up,1,5,1,2,1,1
the,1,5,1,2,1,1
card.,1,5,1,2,1,1
Picks,1,5,2,1,1,1
up,1,5,2,1,1,1
another,1,5,2,1,1,1
HAPPY,1,5,2,1,1,1
twenty,1,5,2,1,1,1
first,1,5,2,1,1,1
